id,first_name,last_name,middle_name,sex,dob,ssn,region
10704,KENISHA       ,ANSARI                   ,GETTY         ,2,19569999,402450508,A526
10705,KENNA         ,ACOSTA                   ,MAYES         ,2,19860808,405431257,A223
10706,KENNETH       ,POTTER                   ,T             ,1,19310603,407558429,P360
10707,KENNETH       ,APPLEGATE                ,Q             ,1,19820305,999999999,A142
10708,KENNETH       ,NERI                     ,BLAIR         ,1,19799999,407683287,N600
10709,KENNETH       ,MAJOR                    ,ROBINS        ,1,19451116,407419672,M260
10710,KENNETH       ,MILLER                   ,X             ,1,19410731,999999999,M460
10711,KENNETH       ,SHAW                     ,BERRIER       ,1,19340818,999999999,S000
10712,KENNETH       ,GRANBOIS                 ,ARROWSMITH    ,1,19801224,407859741,G651
10713,KENNETH       ,PATTERSON                ,DENZIL        ,1,19460907,407496199,P362
10714,KENNETH       ,BROOKS                   ,K             ,1,19740725,407397792,B620
10715,KENNETH       ,KIMBLE                   ,LESLEY        ,1,19570803,999999999,K514
10716,KENNETH       ,WALKER                   ,TURPIN        ,1,19470130,408039034,W426
10717,KENNETH       ,HOLMES                   ,BIRCHARD      ,1,19450519,408723139,H452
10718,KENNETH       ,SEVERIN                  ,CANTRELL      ,1,19811229,408804636,S165
10719,KENNETH       ,BERRY                    ,PHYLLIS       ,1,19760625,408438835,B600
10720,KENNETH       ,RICHEY                   ,AJA           ,1,19380603,408986863,R200
10721,KENNETH       ,LEITER                   ,HORTON        ,1,19410723,999999999,L360
10722,KENNETH       ,OBRIEN                   ,CODY          ,1,19590504,408298289,O165
10723,KENNETH       ,ROLLAND                  ,LINETTE       ,1,19310823,409153093,R453
10724,KENNETH       ,SNYDER                   ,DIAMOND       ,1,19300124,409916326,S536
10725,KENNETH       ,DUMAS                    ,JOLLEY        ,1,19431005,409578440,D520
10726,KENNETH       ,MOORE                    ,HESTER        ,1,19680823,409132428,M600
10727,KENNETH       ,HEDGEPETH                ,DUDLEY        ,1,19410213,409038577,H321
10728,KENNETH       ,MACMILLAN                ,SHOTTS        ,1,19700528,409840407,M254
10729,KENNETH       ,MULLENAX                 ,NEWELL        ,1,19360223,412958656,M452
10730,KENNETH       ,BAKER                    ,NEARY         ,1,19720829,412681582,B260
10731,KENNETH       ,SHEAKS                   ,LILLIAN       ,1,19760720,999999999,S200
10732,KENNETH       ,KELLY                    ,U             ,1,19639999,412530326,K400
10733,KENNETH       ,CRUZ                     ,TANESHA       ,1,19370421,412832108,C620
10734,KENNETH       ,MCCOY                    ,P             ,1,19630214,412901858,M200
10735,KENNETH       ,TUDOR                    ,L             ,2,19440218,412691561,T360
10736,KENNETH       ,HAMPTON                  ,D             ,1,19480519,412801285,H513
10737,KENNETH       ,NORWOOD                  ,FRIEDA        ,1,19770826,412539534,N630
10738,KENNETH       ,ODOM                     ,WOMBLE        ,1,19740314,999999999,O350
10739,KENNETH       ,CASTRO                   ,DAVY          ,1,19590108,999999999,C236
10740,KENNETH       ,KEARNEY                  ,R             ,1,19850102,412781465,K650
10741,KENNETH       ,RAKEL                    ,P             ,1,19680215,999999999,R240
10742,KENNETH       ,MEDVED                   ,WOODY         ,1,99999999,412295879,M313
10743,KENNETH       ,TRAFFANSTEDT             ,H             ,1,19320313,412979498,T615
10744,KENNETH       ,FISHER                   ,CODIE         ,1,19881029,412581655,F260
10745,KENNETH       ,ARISTA                   ,E             ,1,19570507,412812002,A623
10746,KENNETH       ,BLACK                    ,CHAFFIN       ,1,19520217,999999999,B420
10747,KENNETH       ,JOHNSON                  ,BRIEN         ,1,19360630,412052763,J525
10748,KENNETH       ,WILSON                   ,LIANA         ,1,19690217,412091179,W425
10749,KENNETH       ,BENNETT                  ,ESTELLA       ,1,19830903,412654525,B530
10750,KENNETH       ,COLEMAN                  ,MERRETT       ,1,19431018,412497982,C455
10751,KENNETH       ,BROOKS                   ,MATTISON      ,1,19351205,999999999,B620
10752,KENNETH       ,ROSAS                    ,E             ,1,19480507,412500016,R220
10753,KENNETH       ,SCHIEFERSTEIN            ,PRIMITIVO     ,1,19631015,412074356,S162
10754,KENNETH       ,MCDADE                   ,V             ,1,19680522,412384631,M233
10755,KENNETH       ,ROBINSON                 ,S             ,1,19880509,412727816,R152
10756,KENNETH       ,ONEILL                   ,MADERE        ,1,19490508,412892842,O540
10757,KENNETH       ,DUDASH                   ,GLATTFELDER   ,1,19541217,412902175,D320
10758,KENNETH       ,VICK                     ,NORRIS        ,1,19480827,412138166,V200
10759,KENNETH       ,LINDBERG                 ,BARRETT       ,1,19761018,412668547,L531
10760,KENNETH       ,MEADOR                   ,NEELY         ,1,19630709,412318402,M360
10761,KENNETH       ,SOWELL                   ,GENNARO       ,1,19640815,999999999,S400
10762,KENNETH       ,MATZKE                   ,P             ,1,19550222,412837535,M320
10763,KENNETH       ,SHORTRIDGE               ,POND          ,1,19380208,412615684,S636
10764,KENNETH       ,WILSON                   ,S             ,1,19791215,412054988,W425
10765,KENNETH       ,HOWLAND                  ,X             ,1,19460215,412674366,H453
10766,KENNETH       ,GETELMAN                ,,1,19731026,999999999,
10767,KENNETH       ,EDWARDS                  ,A             ,1,19781204,408341351,
10768,KENNETH       ,PIERCE                   ,BOURGEOIS     ,1,19410610,408144688,
10769,KENNETH       ,SHEAKS                   ,LILLIAN       ,1,19760720,412505575,
10770,KENNY         ,JOVER                    ,X             ,1,19700202,999999999,J160
10771,KENNY         ,WEAVER                   ,URBAN         ,1,19720913,412568850,W160
10772,KENNY         ,ANTHIS                   ,B             ,1,19310913,412350845,A532
10773,KENT          ,ADKINS                   ,V             ,1,19501116,407048873,A325
10774,KENT          ,STEHPENS                 ,W             ,1,19500613,409612186,S315
10775,KENTON        ,JOY                      ,CRIS          ,1,19480429,999999999,J000
10776,KENYA         ,HOLSINGER                ,X             ,2,19510217,404695048,H425
10777,KENYATTA      ,REYNOLDS                 ,TONJA         ,2,19399999,403676260,R543
10778,KENYATTA      ,HEDRICK                  ,LEESON        ,2,19810510,405609457,H362
10779,KERI          ,MILLER                   ,L             ,2,19800129,401413429,M460
10780,KERI          ,ODOM                     ,J             ,2,19450617,403607905,O350
10781,KERI          ,FAHNER                   ,J             ,2,19640223,404522026,F560
10782,KERI          ,BURCE                    ,KAHLEY        ,2,19781220,405562971,B620
10783,KERRI         ,YOUNG                    ,V             ,2,19600310,402761421,Y520
10784,KERRI         ,THOMAS                   ,K             ,2,19611015,402188174,T520
10785,KERRI         ,HARRELL                  ,FORTUNATO     ,2,19741007,403686018,H640
10786,KERRI         ,DELP                     ,BEEZLEY       ,2,19460530,404555106,D410
10787,KERRIE        ,WOODFORD                 ,BREMNER       ,2,19330723,402096440,W316
10788,KERRY         ,CLIFTON                  ,LIVESAY       ,2,19301024,402468100,C413
10789,KERRY         ,TINGLE                   ,N             ,2,19710429,403672564,T524
10790,KERRY         ,STANLEY                  ,LEISA         ,2,19780402,404155915,S354
10791,KERRY         ,CHEAIRS                  ,SCHAFER       ,2,19680619,404088314,C620
10792,KERRY         ,COOPER                   ,COLLIGNON     ,2,19790828,405464561,C160
10793,KERRY         ,FRAMPTON                 ,LUHRS         ,1,19350107,999999999,F651
10794,KERRY         ,HALE                     ,EASTWOOD      ,1,19860828,412921392,H400
10795,KERRY         ,WEBSTER                  ,BLANCHE       ,1,19641022,412474684,W123
10796,KERRY         ,MCDOUGAL                 ,RHONDA        ,1,19399999,412904842,M232
10797,KERRY         ,BARRIOS                  ,MITCH         ,1,19670329,412294164,B620
10798,KESHA         ,BOWMAN                   ,ANDREAS       ,2,19410523,402498712,B550
10799,KESHIA        ,RIVERA                   ,A             ,2,19391210,403290373,R160
10800,KEVEN         ,RIEGER                   ,E             ,1,19541019,412515302,R260
10801,KEVIN         ,DINARDO                  ,THERESIA      ,2,19551215,402414340,D563
10802,KEVIN         ,IGNACIO                  ,COTTRELL      ,1,19370930,407573598,I252
10803,KEVIN         ,LYTLE                    ,EDWARD        ,1,19680805,407696572,L340
10804,KEVIN         ,MOORE                    ,GWENDOLYN     ,1,19530128,407724995,M600
10805,KEVIN         ,DAIGLE                   ,V             ,1,19421106,407048955,D240
10806,KEVIN         ,ELLIOTT                  ,KENT          ,1,19380801,407955471,E430
10807,KEVIN         ,WRIGHT                   ,F             ,1,19551205,407751680,W623
10808,KEVIN         ,MOORE                    ,U             ,1,19860603,407105884,M600
10809,KEVIN         ,BEYERS                   ,OLA           ,1,19430713,407204378,B620
10810,KEVIN         ,ROBINSON                 ,VALARIE       ,1,19441218,408866348,R152
10811,KEVIN         ,WALKER                   ,RAINA         ,1,19490523,408183149,W426
10812,KEVIN         ,MERCHANT                 ,JAYLA         ,1,19451115,408304062,M625
10813,KEVIN         ,VELEZ                    ,BIDWELL       ,1,19820516,408540385,V420
10814,KEVIN         ,PURVIS                   ,BAYLEE        ,1,19890927,408912416,P612
10815,KEVIN         ,SCOTT                    ,REBSON        ,1,19890625,408688631,S300
10816,KEVIN         ,ALLEN                    ,Y             ,1,19350218,409263986,A450
10817,KEVIN         ,LYNN                     ,H             ,1,19590506,409837093,L500
10818,KEVIN         ,PADILLA                  ,O             ,1,19661130,409229831,P340
10819,KEVIN         ,BOLSTER                  ,E             ,1,19311212,999999999,B423
10820,KEVIN         ,MINER                    ,R             ,1,19610423,409035093,M560
10821,KEVIN         ,LINDBERG                 ,AFTON         ,1,19541003,409313808,L531
10822,KEVIN         ,STOCKTON                 ,MOUNTS        ,1,19471029,409176198,S323
10823,KEVIN         ,JOHNSON                  ,KROGMAN       ,1,19310613,409283910,J525
10824,KEVIN         ,MARTIN                   ,SYDNIE        ,1,19550308,412137403,M635
10825,KEVIN         ,WOODARD                  ,CASEY         ,1,19820808,412396673,W363
10826,KEVIN         ,SHEPHARD                 ,Q             ,1,19560623,412445523,S163
10827,KEVIN         ,EVENSON                  ,M             ,1,19511105,412445238,E152
10828,KEVIN         ,MYNATT                   ,ARLIS         ,1,19530224,412921069,M530
10829,KEVIN         ,ALMANZA                  ,V             ,1,19890731,412625790,A455
10830,KEVIN         ,PENNINGTON               ,COLETTE       ,1,19430912,412004366,P552
10831,KEVIN         ,MALBON                   ,MACKENZIE     ,1,19400723,412418547,M415
10832,KEVIN         ,HANCOCK                  ,VANVOORHEES   ,1,19370312,412143788,H522
10833,KEVIN         ,ROBERTS                  ,JAMARCUS      ,1,19650124,412345649,R163
10834,KEVIN         ,MAY                      ,O             ,1,19650218,412899028,M000
10835,KEVIN         ,MOORES                   ,REXFORD       ,1,19690202,412036419,M620
10836,KEVIN         ,WISEMAN                  ,TERRENCE      ,1,19441006,412978838,W255
10837,KEVIN         ,RUNGE                    ,APPLING       ,1,19300916,412358146,R520
10838,KEVIN         ,COOLEY                   ,W             ,1,19740216,412699305,C400
10839,KEVIN         ,TAYLOR                   ,ORA           ,1,19360514,412539001,T460
10840,KEVIN         ,PERZ                     ,CASH          ,1,19670111,412105426,P620
10841,KEVIN         ,OWEN                     ,BOLAR         ,1,19831217,412443797,O500
10842,KEVIN         ,ANDERSON                 ,KOLBERG       ,1,19610707,999999999,A536
10843,KEVIN         ,WEI                      ,ZAKARY        ,1,19390401,412416791,W000
10844,KEVIN         ,COOPER                   ,J             ,1,19410715,412029797,C160
10845,KEVIN         ,SWINGEN                  ,SIKORA        ,1,19530417,412806155,S525
10846,KEVIN         ,CARLTON                  ,HARLAND       ,1,19400101,412185320,C643
10847,KEVIN         ,KARAS                    ,HENNESSEY     ,1,19769999,412825223,K620
10848,KEVIN         ,ECKLEY                   ,DEBI          ,1,19440814,412289155,E240
10849,KEVIN         ,RICHARDSON               ,F             ,1,19470817,412870465,R263
10850,KEVIN         ,RUIZ                     ,DEGENHARDT    ,1,19870719,412959865,R200
10851,KEVIN         ,JENKINS                  ,B             ,1,19890608,412476962,J525
10852,KEVIN         ,OCHINANG                 ,E             ,1,19490117,406714356,
10853,KEVIN         ,WOODARD                  ,CASEY         ,1,19820808,412396673,
10854,KHALILAH      ,SEYMOUR                  ,CLEMENTINA    ,2,19341010,403251029,S560
10855,KIETH         ,ABRAMS                   ,Z             ,1,19850705,412735957,A165
10856,KIM           ,ANOLICK                  ,NICK          ,2,19750123,999999999,A542
10857,KIM           ,KUIPER                   ,HAUSE         ,2,19740111,401012425,K160
10858,KIM           ,LEE                      ,G             ,2,19440306,401149038,L000
10859,KIM           ,BROOKS                   ,GEORGETTE     ,2,19880715,401396519,B620
10860,KIM           ,MORALE                   ,HAMBLIN       ,2,19411029,401020371,M640
10861,KIM           ,PENROD                   ,UPRIGHT       ,2,19420121,401444877,P563
10862,KIM           ,WILLIAMS                 ,TROBAUGH      ,2,19330520,401085239,W452
10863,KIM           ,KEYES                    ,PORSHA        ,2,19780526,401131229,K200
10864,KIM           ,EDWARDS                  ,ANGELA        ,2,19780402,402436316,E363
10865,KIM           ,HARTZOG                  ,SAYLES        ,2,19780524,402693202,H632
10866,KIM           ,BOWERS                   ,U             ,2,19440708,402214384,B620
10867,KIM           ,ZIEGENHAGEN              ,ADELARD       ,2,19610226,402874919,Z252
10868,KIM           ,PARSONS                  ,J             ,2,19550127,402265963,P625
10869,KIM           ,BROWN                    ,EDEN          ,2,19720223,403833816,B650
10870,KIM           ,AGARWAL                  ,U             ,2,19750610,999999999,A264
10871,KIM           ,GARRISON                 ,ATEN          ,2,19841102,403852872,G625
10872,KIM           ,LINN                     ,RAYSHAWN      ,2,19401128,404597271,L500
10873,KIM           ,CLARK                    ,CALLICOTT     ,2,19650705,404459138,C462
10874,KIM           ,SLATE                    ,SIMMS         ,2,19530725,404143199,S430
10875,KIM           ,BRANTLEY                 ,KRIJGSMAN     ,2,19830903,404920655,B653
10876,KIM           ,BROWN                    ,DAVY          ,2,19650226,404912490,B650
10877,KIM           ,LYALLS                   ,BOLICK        ,2,19880312,404099799,L420
10878,KIM           ,THOMAS                   ,GENESIS       ,2,19750823,404551623,T520
10879,KIM           ,ROBERSON                 ,BEAULAH       ,2,19721112,404294369,R162
10880,KIM           ,WILSON                   ,C             ,2,19580422,404824784,W425
10881,KIM           ,COLLIS                   ,LANE          ,2,19670722,405717336,C420
10882,KIM           ,SHARPE                   ,MOYNIHAN      ,2,19490405,405243435,S610
10883,KIM           ,HENDERSON                ,PATRICE       ,2,19380222,405086348,H536
10884,KIM           ,MURPHY                   ,Q             ,2,19800214,405383554,M610
10885,KIM           ,STANDORS                 ,VANTHOFF      ,2,19800206,405378521,S353
10886,KIM           ,ZICKLER                  ,J             ,1,19390302,412445806,Z246
10887,KIM           ,BRYANT                   ,CONRAD        ,2,19561225,402904871,
10888,KIMBER        ,BURNETT                  ,MUSGRAVE      ,2,19590408,401492752,B653
10889,KIMBER        ,COX                      ,MARCIE        ,2,19490127,403279090,C200
10890,KIMBER        ,SAMUEL                   ,BUTTERCASE    ,2,19300529,403613067,S540
10891,KIMBERELY     ,KRAUS                    ,SHARI         ,2,19370220,404597594,K620
10892,KIMBERLEE     ,PARRISH                  ,MALKIN        ,2,19670614,404352178,P620
10893,KIMBERLEY     ,SILBER                   ,A             ,2,19400505,404398900,S416
10894,KIMBERLEY     ,BARTON                   ,TWADDLE       ,2,19420625,999999999,B635
10895,KIMBERLEY     ,ANDERSON                 ,V             ,2,19640914,404561154,A536
10896,KIMBERLEY     ,FAULK,PFEFFER       ,2,19520204,403370165,
10897,KIMBERLIE     ,WELLS                    ,A             ,2,19730705,403276472,W420
10898,KIMBERLY      ,STEPHENS                 ,HARVEY        ,2,19360906,401392112,S315
10899,KIMBERLY      ,LETCHWORTH               ,MIREYA        ,2,19870719,401402467,L326
10900,KIMBERLY      ,WHALEY                   ,E             ,2,19790517,999999999,W400
10901,KIMBERLY      ,SHELTON                  ,Y             ,2,19840512,401804980,S435
10902,KIMBERLY      ,LAMPKIN                  ,CORSON        ,2,19780327,401491731,L512
10903,KIMBERLY      ,SLEVIN                   ,              ,2,19610207,401211272,S415
10904,KIMBERLY      ,JUBIE                    ,CHATFIELD     ,2,19780305,401432105,J100
10905,KIMBERLY      ,GONZALEZ                 ,WINTER        ,2,19540314,401552208,G524
10906,KIMBERLY      ,RUSH                     ,G             ,2,19351224,401950285,R200
10907,KIMBERLY      ,SHEFFIELD                ,V             ,2,19770509,401910004,S143
10908,KIMBERLY      ,MEYER                    ,U             ,2,19440217,401332091,M600
10909,KIMBERLY      ,WALLACE                  ,BLEVINS       ,2,19400513,401092645,W420
10910,KIMBERLY      ,BLEA                     ,G             ,2,19680702,401643893,B400
10911,KIMBERLY      ,WILKS                    ,ASSUNTA       ,2,19520314,402705569,W420
10912,KIMBERLY      ,VENTURA                  ,Y             ,2,19370908,402591947,V536
10913,KIMBERLY      ,CARPENTER                ,M             ,2,19389999,402167214,C615
10914,KIMBERLY      ,CHHON                    ,X             ,2,19850113,402037362,C500
10915,KIMBERLY      ,WELCH                    ,ELISE         ,2,19580201,402745514,W420
10916,KIMBERLY      ,WILLOUGHBY               ,MCCLELLAN     ,2,19460129,402728514,W421
10917,KIMBERLY      ,BURGOON                  ,MCMORROW      ,2,19830523,402683781,B625
10918,KIMBERLY      ,DELLAMORE                ,TRAPP         ,2,19680602,402710820,D456
10919,KIMBERLY      ,ARBON                    ,              ,2,19381121,402574696,A615
10920,KIMBERLY      ,BEDNARZ                  ,L             ,2,19551107,402177122,B356
10921,KIMBERLY      ,WELCH                    ,G             ,2,19610508,402886078,W420
10922,KIMBERLY      ,TINGLEY                  ,DAMION        ,2,19520505,402565856,T524
10923,KIMBERLY      ,CLEMENTS                 ,BURTON        ,2,19650901,999999999,C455
10924,KIMBERLY      ,FOESCH                   ,NEANDER       ,2,19890912,402648598,F200
10925,KIMBERLY      ,CUMMINGS                 ,ANIKA         ,2,19800511,999999999,C552
10926,KIMBERLY      ,LOOMIS                   ,BISSON        ,2,19420223,403488735,L520
10927,KIMBERLY      ,POGUE                    ,BORGESON      ,2,19780511,403652063,P200
10928,KIMBERLY      ,BORDEN                   ,RYAN          ,2,19840604,999999999,B635
10929,KIMBERLY      ,KURTZ                    ,A             ,2,19539999,403171424,K632
10930,KIMBERLY      ,LEVELL                   ,STEVENS       ,2,19820213,403004065,L140
10931,KIMBERLY      ,BRENNAN                  ,JOSEPH        ,2,19360805,403387885,B655
10932,KIMBERLY      ,DERGANCEE                ,LESLIE        ,2,19500726,403591126,D625
10933,KIMBERLY      ,HARRIS                   ,BUNCH         ,2,19540428,403081182,H620
10934,KIMBERLY      ,GASKIN                   ,RANDEL        ,2,19690923,403223287,G250
10935,KIMBERLY      ,EASLEY                   ,K             ,2,19341025,403232695,E240
10936,KIMBERLY      ,COTHERN                  ,LOVVORN       ,2,19580216,403264130,C365
10937,KIMBERLY      ,HAMMER                   ,ODIE          ,2,19500419,403117396,H560
10938,KIMBERLY      ,HEWITT                   ,GEHRKE        ,2,19330704,404929312,H300
10939,KIMBERLY      ,WHITTEN                  ,JOHN          ,2,19630504,404585175,W350
10940,KIMBERLY      ,LAROSA                   ,I             ,2,19760510,404368534,L620
10941,KIMBERLY      ,FULTON                   ,GARZA         ,2,19490104,404320903,F435
10942,KIMBERLY      ,HOPKINS                  ,DAVEY         ,2,19520106,404886658,H125
10943,KIMBERLY      ,CLEAVER                  ,G             ,2,19401117,404089086,C416
10944,KIMBERLY      ,DONALDSON                ,BARBRA        ,2,19841101,404725566,D543
10945,KIMBERLY      ,SPIRES                   ,IVETTE        ,2,19690207,404369123,S162
10946,KIMBERLY      ,PARKIN                   ,WINKOWSKI     ,2,19880110,404133693,P625
10947,KIMBERLY      ,VIRGEN                   ,RADAMES       ,2,19640813,404137306,V625
10948,KIMBERLY      ,LUNDY                    ,ELISHA        ,2,19750102,404808224,L530
10949,KIMBERLY      ,MONTERO                  ,TOPHAM        ,2,19680825,404246730,M536
10950,KIMBERLY      ,LINDSEY                  ,TONEY         ,2,19711214,405774104,L532
10951,KIMBERLY      ,LAWSON                   ,CHARBONNEAU   ,2,19410423,405535169,L250
10952,KIMBERLY      ,MEJORADO                 ,CLIFF         ,2,19849999,405396567,M263
10953,KIMBERLY      ,SCHMIDT                  ,              ,2,19460513,405787801,S530
10954,KIMBERLY      ,SCHMOYER                 ,HARPOLD       ,2,19750622,405350357,S560
10955,KIMBERLY      ,ROGERS                   ,SIBYL         ,2,19431130,405825402,R262
10956,KIMBERLY      ,BLUNT                    ,P             ,2,19499999,999999999,B453
10957,KIMBERLY      ,ISLAS                    ,CHRISTOPHER   ,2,19741202,405148886,I242
10958,KIMBERLY      ,STARK                    ,GEHRKE        ,2,19850916,405396712,S362
10959,KIMBERLY      ,HEIMBACH                 ,JARRETT       ,2,19551004,405080266,H512
10960,KIMIKO        ,CARLTON                  ,JERRICA       ,2,19330713,999999999,C643
10961,KINDRA        ,DELFINO                  ,JETTIE        ,2,19761116,403973079,D415
10962,KIRA          ,CULBERTSON               ,MERKLEIN      ,2,19530527,402973771,C416
10963,KIRK          ,NEWMAN                   ,G             ,1,19860419,407836077,N550
10964,KIRK          ,THOMPSON                 ,O             ,1,19700925,408623098,T512
10965,KIRK          ,FLORES                   ,BURTON        ,1,19790626,412697359,F462
10966,KIRSTEN       ,MILLER                   ,BARTHOLOME    ,2,19820323,402283377,M460
10967,KIRSTEN       ,MITCHELL                 ,ROZELLA       ,2,19501011,402747188,M324
10968,KIRSTEN       ,SWANSON                  ,SAVOIE        ,2,19751002,404008565,S525
10969,KIRSTEN       ,OLEARY                   ,DALTON        ,2,19500130,405291348,O460
10970,KITTIE        ,HOWERTON                 ,HEUTON        ,2,19490728,401085056,H635
10971,KORI          ,SCOTT                    ,Z             ,2,19339999,402832232,S300
10972,KOURTNEY      ,MITCHELL                 ,STAPLETON     ,2,19400930,401415123,M324
10973,KRIS          ,RATHBUN                  ,I             ,2,19311005,402520060,R315
10974,KRISHNA       ,CULVERSON                ,JAN           ,2,19381203,401961675,C416
10975,KRISTA        ,YARDE                    ,J             ,2,19850927,402081175,Y630
10976,KRISTA        ,SHEPHERD                 ,D             ,2,19540914,402325510,S163
10977,KRISTA        ,SCHELL                   ,M             ,2,19430731,402480547,S400
10978,KRISTA        ,DURRETT                  ,SHORB         ,2,19460312,403513622,D630
10979,KRISTA        ,RAMER                    ,GARWOOD       ,2,19710929,999999999,R560
10980,KRISTA        ,VORIES                   ,B             ,2,19591002,999999999,V620
10981,KRISTA        ,LE                       ,KRYSTA        ,2,19400316,404477464,L000
10982,KRISTA        ,ANTHONY                  ,K             ,2,19330704,402202831,
10983,KRISTAL       ,HILDEBRAND               ,S             ,2,19371028,404653741,H431
10984,KRISTEN       ,FRANDSEN                 ,TAYLOR        ,2,19351017,401535215,F653
10985,KRISTEN       ,OLIVER                   ,DARRICK       ,2,19560310,401290637,O416
10986,KRISTEN       ,ROAN                     ,MCMENEMY      ,2,19650826,402690153,R500
10987,KRISTEN       ,VANCE                    ,CHACON        ,2,19601017,402677233,V520
10988,KRISTEN       ,TALLEY                   ,MCKEOWN       ,2,19901215,402280810,T400
10989,KRISTEN       ,HALL                     ,HUBBERT       ,2,19870303,999999999,H400
10990,KRISTEN       ,MILLER                   ,TINKLER       ,2,19750917,999999999,M460
10991,KRISTEN       ,YOUNG                    ,HAYES         ,2,19500711,402821888,Y520
10992,KRISTEN       ,ROBERTS                  ,DWAYNE        ,2,19380314,402638750,R163
10993,KRISTEN       ,RODRIGUEZ                ,DEIGHTON      ,2,19570127,999999999,R362
10994,KRISTEN       ,HOUSTON                  ,Y             ,2,19700603,404354455,H235
10995,KRISTEN       ,LEMONS                   ,S             ,2,19830220,404749336,L552
10996,KRISTEN       ,HUFFNER                  ,BAYSINGER     ,2,19820427,404103757,H156
10997,KRISTEN       ,BRYNAT                   ,CAREY         ,2,19430706,405626716,B653
10998,KRISTEN       ,PRATHER                  ,MINESINGER    ,2,19431016,405981697,P636
10999,KRISTEN       ,DURR                     ,MERLYN        ,2,19401130,405758598,D600
11000,KRISTI        ,CHRISTENSON              ,A             ,2,19460502,401450606,C623
11001,KRISTI        ,GARCIA                   ,S             ,2,19360319,401653597,G620
11002,KRISTI        ,PHELPS                   ,LUTZ          ,2,19781027,402222092,P412
11003,KRISTI        ,DORE                     ,Z             ,2,19899999,402879691,D600
11004,KRISTI        ,GRIFFITH                 ,Q             ,2,19721222,402741647,G613
11005,KRISTI        ,LAWTON                   ,ROSALINA      ,2,19660112,403063031,L350
11006,KRISTI        ,INGRAM                   ,ALFONZO       ,2,19660606,403489889,I526
11007,KRISTI        ,FISHER                   ,GREIG         ,2,19429999,404703038,F260
11008,KRISTI        ,SCOTT                    ,FELTHAM       ,2,19321017,404014748,S300
11009,KRISTIAN      ,ROBERSON                 ,HARVEY        ,2,19561223,404494372,R162
11010,KRISTIE       ,ESCARREGA                ,ADAN          ,2,19520614,401716975,E262
11011,KRISTIE       ,BRYER                    ,LATHAN        ,2,19509999,402615525,B660
11012,KRISTIE       ,MCKINLEY                 ,D             ,2,19580430,402844265,M254
11013,KRISTIE       ,HAVENER                  ,HADEN         ,2,19480419,402631927,H156
11014,KRISTIE       ,HAYES                    ,E             ,2,19321118,402027469,H200
11015,KRISTIE       ,SAYYED                   ,X             ,2,19890818,404873417,S300
11016,KRISTIE       ,WIRTH                    ,HAFFEY        ,2,19551124,405192469,W630
11017,KRISTIN       ,LEE                      ,SAGE          ,2,19561004,999999999,L000
11018,KRISTIN       ,MANCINI                  ,ELENA         ,2,19630101,401614524,M525
11019,KRISTIN       ,LUCKSOM                  ,DEDRICK       ,2,19411004,401143423,L250
11020,KRISTIN       ,BAKER                    ,M             ,2,19450412,402157246,B260
11021,KRISTIN       ,THOMAS                   ,HARTMAN       ,2,19391110,403481136,T520
11022,KRISTIN       ,FABIAN                   ,              ,2,19591010,404379010,F150
11023,KRISTIN       ,COY                      ,SHELVA        ,2,19860103,405003099,C000
11024,KRISTIN       ,TUNGET                   ,JAMES         ,2,19711015,405851691,T523
11025,KRISTIN       ,LEONARD                  ,HEIN          ,2,19591127,404271683,
11026,KRISTIN       ,PRESLEY                  ,Y             ,2,19870829,404225370,
11027,KRISTINA      ,TALBOT                   ,BROCK         ,2,19870608,401324893,T413
11028,KRISTINA      ,GRAHAM                   ,AUGUSTA       ,2,19550804,402260332,G650
11029,KRISTINA      ,WICK                     ,ROSE          ,2,19770919,402190229,W200
11030,KRISTINA      ,STIREWALT                ,K             ,2,19320722,999999999,S364
11031,KRISTINA      ,TIMM                     ,ALPHA         ,2,19570529,404671902,T500
11032,KRISTINE      ,COON                     ,W             ,2,19580708,401348076,C500
11033,KRISTINE      ,LOPEZ                    ,O             ,2,19380225,999999999,L120
11034,KRISTINE      ,JAMES                    ,WINSTON       ,2,19649999,403133233,J520
11035,KRISTOPHER    ,BAKER                    ,BOSS          ,1,19390429,999999999,B260
11036,KRISTOPHER    ,SCOTT                    ,NYHART        ,1,19590520,412947597,S300
11037,KRISTY        ,SNIPES                   ,RINER         ,2,19580220,401466043,S512
11038,KRISTY        ,GORDON                   ,Y             ,2,19330217,402763393,G635
11039,KRISTY        ,ARNOLD                   ,Z             ,2,19500901,402407313,A654
11040,KRISTY        ,THORNTON                 ,Q             ,2,19620216,403897687,T653
11041,KRISTY        ,EDWARDS                  ,OFFUTT        ,2,19490514,403759067,E363
11042,KRISTY        ,NISSILA                  ,ELVA          ,2,19580224,404664407,N240
11043,KRISTY        ,HALE                     ,M             ,2,19760402,404101383,H400
11044,KRISTY        ,DAVEY                    ,DAREN         ,2,19811229,405650184,D100
11045,KRISTY        ,MORALES                  ,REIMANN       ,2,19810111,405651729,M642
11046,KRISTY        ,WILLIAMS                 ,BOYNTON       ,2,19370627,405044416,W452
11047,KRYSTAL       ,PICKERING                ,V             ,2,19760304,402408429,P265
11048,KRYSTAL       ,JACKSON                  ,REISS         ,2,19680322,405600983,J250
11049,KURT          ,HUDSON                   ,DAVINA        ,1,19760614,409154938,H325
